Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
61273762,Loki's Ring,Stina Leicht,"Leicht, Stina",,"=""1982170638""","=""9781982170639""",0,3.63,S&S/Saga Press,Paperback,512,2023,2023,,2023/03/26,to-read,to-read (#192),to-read,,,,0,0
201882,Planet of Exile,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0441669514""","=""9780441669516""",4,3.72,Ace Books,Paperback,126,1971,1966,,2023/03/25,,,read,,,,1,0
31817749,"The Stone Sky (The Broken Earth, #3)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.34,Orbit,Paperback,416,2017,2017,,2023/03/23,"to-read, do_not_own_it, hugo-award-winners","to-read (#191), do_not_own_it (#69), hugo-award-winners (#48)",to-read,,,,0,0
2213661,The Graveyard Book,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0060530928""","=""9780060530921""",0,4.16,HarperCollins,Hardcover,312,2008,2008,,2023/03/23,"to-read, do_not_own_it, hugo-award-winners","to-read (#190), do_not_own_it (#67), hugo-award-winners (#45)",to-read,,,,0,0
16703,The Yiddish Policemen's Union,Michael Chabon,"Chabon, Michael",,"=""0007149824""","=""9780007149827""",0,3.71,HarperCollins,Hardcover,414,2007,2007,,2023/03/23,"to-read, do_not_own_it, hugo-award-winners","to-read (#189), do_not_own_it (#66), hugo-award-winners (#44)",to-read,,,,0,0
102439,Rainbows End,Vernor Vinge,"Vinge, Vernor",,"=""0812536363""","=""9780812536362""",0,3.77,Tor Science Fiction,Mass Market Paperback,381,2007,2006,,2023/03/23,"to-read, do_not_own_it, hugo-award-winners","to-read (#188), do_not_own_it (#65), hugo-award-winners (#43)",to-read,,,,0,0
77773,"To Say Nothing of the Dog (Oxford Time Travel, #2)",Connie Willis,"Willis, Connie",,"=""0553575384""","=""9780553575385""",0,4.11,Bantam Books,Mass Market Paperback,493,1998,1997,,2023/03/23,"to-read, do_not_own_it, hugo-award-winners","to-read (#186), do_not_own_it (#63), hugo-award-winners (#41)",to-read,,,,0,0
24983,"Doomsday Book (Oxford Time Travel, #1)",Connie Willis,"Willis, Connie",,"=""0553562738""","=""9780553562736""",0,4.03,Bantam Spectra,Mass Market Paperback,578,1992,1992,,2023/03/23,"to-read, hugo-award-winners","to-read (#185), hugo-award-winners (#40)",to-read,,,,0,0
827,"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,"Stephenson, Neal",,"=""0553380966""","=""9780553380965""",0,4.16,Spectra,Paperback,499,2000,1995,,2023/03/23,"to-read, do_not_own_it, hugo-award-winners","to-read (#184), do_not_own_it (#62), hugo-award-winners (#39)",to-read,,,,0,0
77711,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,"Vinge, Vernor",,"=""0812515285""","=""9780812515282""",0,4.14,Tor Science Fiction,Mass Market Paperback,613,1993,1992,,2022/04/01,"to-read, hugo-award-winners","to-read (#91), hugo-award-winners (#38)",to-read,,,,0,0
68483,"The Vor Game (Vorkosigan Saga, #6)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""0671720147""","=""9780671720148""",0,4.27,Baen Books,Mass Market Paperback,346,2002,1990,,2023/03/22,"to-read, do_not_own_it, hugo-award-winners","to-read (#183), do_not_own_it (#61), hugo-award-winners (#37)",to-read,,,,0,0
834518,"Cyteen (Cyteen, #1-3)",C.J. Cherryh,"Cherryh, C.J.",,"=""0446671274""","=""9780446671279""",0,4,Aspect,Paperback,680,1995,1988,,2022/04/01,"to-read, do_not_own_it, hugo-award-winners","to-read (#92), do_not_own_it (#60), hugo-award-winners (#36)",to-read,,,,0,0
234489,"The Uplift War (The Uplift Saga, #3)",David Brin,"Brin, David",,"=""0553279718""","=""9780553279719""",0,4.07,Spectra,Mass Market Paperback,638,1995,1987,,2023/03/22,"to-read, do_not_own_it, hugo-award-winners","to-read (#182), do_not_own_it (#59), hugo-award-winners (#35)",to-read,,,,0,0
234501,"Startide Rising (The Uplift Saga, #2)",David Brin,"Brin, David",,"=""055327418X""","=""9780553274189""",0,4.04,Bantam Spectra,Mass Market Paperback,458,1983,1983,,2023/03/22,"to-read, do_not_own_it, hugo-award-winners","to-read (#181), do_not_own_it (#58), hugo-award-winners (#34)",to-read,,,,0,0
76683,"Foundation's Edge (Foundation, #4)",Isaac Asimov,"Asimov, Isaac",,"=""0553293389""","=""9780553293388""",0,4.18,Bantam/Spectra,Paperback,450,2010,1982,,2023/03/22,"to-read, do_not_own_it, hugo-award-winners","to-read (#180), do_not_own_it (#57), hugo-award-winners (#33)",to-read,,,,0,0
57045,"Downbelow Station (The Company Wars, #1)",C.J. Cherryh,"Cherryh, C.J.",,"=""0756400597""","=""9780756400590""",0,3.9,DAW,Mass Market Paperback,526,2001,1981,,2023/03/22,"to-read, do_not_own_it, hugo-award-winners","to-read (#179), do_not_own_it (#56), hugo-award-winners (#32)",to-read,,,,0,0
149049,The Fountains of Paradise,Arthur C. Clarke,"Clarke, Arthur C.",,"=""0446677949""","=""9780446677943""",0,3.95,Aspect,Paperback,332,2001,1979,,2023/03/22,"to-read, do_not_own_it, hugo-award-winners","to-read (#178), do_not_own_it (#55), hugo-award-winners (#31)",to-read,,,,0,0
263021,Dreamsnake,Vonda N. McIntyre,"McIntyre, Vonda N.",,"=""0553296590""","=""9780553296594""",0,3.87,Spectra,Mass Market Paperback,312,1994,1978,,2023/03/22,"to-read, do_not_own_it, hugo-award-winners","to-read (#177), do_not_own_it (#54), hugo-award-winners (#30)",to-read,,,,0,0
218427,"Gateway (Heechee Saga, #1)",Frederik Pohl,"Pohl, Frederik",,"=""0345475836""","=""9780345475831""",0,4.06,Del Rey,Paperback,278,2004,1977,,2023/03/22,"to-read, do_not_own_it, hugo-award-winners","to-read (#176), do_not_own_it (#53), hugo-award-winners (#29)",to-read,,,,0,0
968827,Where Late the Sweet Birds Sang,Kate Wilhelm,"Wilhelm, Kate",,"=""0060146540""","=""9780060146542""",0,3.85,Harper and Row,Hardcover,251,1977,1976,,2023/03/22,"to-read, do_not_own_it, hugo-award-winners","to-read (#175), do_not_own_it (#52), hugo-award-winners (#28)",to-read,,,,0,0
13651,The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.25,Harper Voyager,Paperback,387,1994,1974,,2022/09/14,"to-read, do_not_own_it, hugo-award-winners","to-read (#147), do_not_own_it (#7), hugo-award-winners (#27)",to-read,,,,0,0
48855987,Rendezvous With Rama,Arthur C. Clarke,"Clarke, Arthur C.",,"=""0358380227""","=""9780358380221""",0,4.12,Harper Voyager,Paperback,282,2020,1973,,2022/03/30,"to-read, hugo-award-winners","to-read (#86), hugo-award-winners (#26)",to-read,,,,0,0
41821,The Gods Themselves,Isaac Asimov,"Asimov, Isaac",,"=""1857989341""","=""9781857989342""",0,4.09,Millenium,Paperback,288,2000,1972,,2023/03/22,"to-read, do_not_own_it, hugo-award-winners","to-read (#174), do_not_own_it (#51), hugo-award-winners (#25)",to-read,,,,0,0
189147,"To Your Scattered Bodies Go (Riverworld, #1)",Philip José Farmer,"Farmer, Philip José",,"=""0345419677""","=""9780345419675""",0,3.93,Del Rey,Paperback,220,1998,1971,,2023/03/22,"to-read, do_not_own_it, hugo-award-winners","to-read (#173), do_not_own_it (#50), hugo-award-winners (#24)",to-read,,,,0,0
41069,Stand on Zanzibar,John Brunner,"Brunner, John",,"=""1857988361""","=""9781857988369""",0,3.94,Gollancz,Paperback,672,1999,1968,,2023/03/22,"to-read, do_not_own_it, hugo-award-winners","to-read (#172), do_not_own_it (#49), hugo-award-winners (#23)",to-read,,,,0,0
16690,The Moon Is a Harsh Mistress,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0340837942""","=""9780340837948""",0,4.15,Hodder & Stoughton,Paperback,288,2005,1966,,2022/03/30,"to-read, hugo-award-winners","to-read (#84), hugo-award-winners (#22)",to-read,,,,0,0
218709,The Wanderer,Fritz Leiber,"Leiber, Fritz",,"=""0575071125""","=""9780575071124""",0,3.38,Victor Gollancz,Paperback,346,2001,1964,,2022/03/30,"to-read, hugo-award-winners","to-read (#82), hugo-award-winners (#21)",to-read,,,,0,0
190999,Way Station,Clifford D. Simak,"Simak, Clifford D.",,"=""0020248717""","=""9780020248712""",0,4.03,Collier Books,Paperback,210,1992,1963,,2022/03/30,"to-read, hugo-award-winners","to-read (#81), hugo-award-winners (#20)",to-read,,,,0,0
164154,"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,"Jr., Walter M. Miller",Mary Doria Russell,"=""0060892994""","=""9780060892999""",0,3.98,HarperCollins EOS,Paperback,334,2006,1959,,2022/03/30,"to-read, hugo-award-winners","to-read (#79), hugo-award-winners (#17)",to-read,,,,0,0
123673,"A Case of Conscience (After Such Knowledge, #4)",James Blish,"Blish, James",Greg Bear,"=""0345438353""","=""9780345438355""",0,3.62,Del Rey,Paperback,256,2000,1958,,2023/03/22,"to-read, hugo-award-winners","to-read (#171), hugo-award-winners (#16)",to-read,,,,0,0
102281,The Big Time,Fritz Leiber,"Leiber, Fritz",,"=""0312890788""","=""9780312890780""",0,3.24,Orb Books,Paperback,128,2001,1958,,2022/03/30,"to-read, hugo-award-winners","to-read (#77), hugo-award-winners (#15)",to-read,,,,0,0
92610,Rocannon’s World,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0441732968""","=""9780441732968""",3,3.78,Ace,Mass Market Paperback,258,1966,1966,2023/03/21,2023/03/21,,,read,,,,1,0
60531406,Tress of the Emerald Sea,Brandon Sanderson,"Sanderson, Brandon",Howard Lyon,"=""""","=""""",0,4.37,Dragonsteel Entertainment,Kindle Edition,443,2023,2023,,2023/01/22,"to-read, do_not_own_it","to-read (#163), do_not_own_it (#48)",to-read,,,,0,0
61346208,Time Chain,Steven Decker,"Decker, Steven",,"=""1952481996""","=""9781952481994""",0,3.96,Bright Communications LLC,Paperback,306,2022,2022,,2023/01/31,"to-read, do_not_own_it","to-read (#164), do_not_own_it (#47)",to-read,,,,0,0
59808603,The Mountain in the Sea,Ray Nayler,"Nayler, Ray",,"=""0374605955""","=""9780374605957""",0,3.92,MCD,Hardcover,456,2022,2022,,2023/02/25,"to-read, do_not_own_it","to-read (#165), do_not_own_it (#46)",to-read,,,,0,0
61885085,"Witch King (The Rising World, #1)",Martha Wells,"Wells, Martha",,"=""1250826799""","=""9781250826794""",0,3.7,Tor Books,Hardcover,415,2023,2023,,2023/03/19,"to-read, do_not_own_it","to-read (#169), do_not_own_it (#45)",to-read,,,,0,0
61774690,Flux,Jinwoo Chong,"Chong, Jinwoo",,"=""1685890342""","=""9781685890346""",0,3.37,Melville House,Hardcover,341,2023,2023,,2023/03/19,"to-read, do_not_own_it","to-read (#170), do_not_own_it (#44)",to-read,,,,0,0
965878,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0441478077""","=""9780441478071""",0,4.1,Ace,Mass Market Paperback,304,1982,1969,,2022/05/16,"to-read, hugo-award-winners","to-read (#105), hugo-award-winners (#2)",to-read,,,,0,0
3301759,"The Murders in the Rue Morgue (C. Auguste Dupin, #1)",Edgar Allan Poe,"Poe, Edgar Allan","Delfino Cinelli, Carlos Olivera","=""149616640X""","=""9781496166401""",0,3.81,CreateSpace Independent Publishing Platform,Paperback,38,2014,1841,,2023/01/25,to-read,to-read (#168),to-read,,,,0,0
10388881,"Towers of Midnight (Wheel of Time, #13)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765364875""","=""9780765364876""",5,4.48,Tor Books,Mass Market Paperback,1245,2011,2010,2023/03/17,2022/04/18,,,read,,,,1,0
29093292,"The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living",Ryan Holiday,"Holiday, Ryan",Stephen Hanselman,"=""""","=""""",0,4.36,Portfolio,Hardcover,416,2016,2016,,2023/02/28,"to-read, do_not_own_it","to-read (#166), do_not_own_it (#43)",to-read,,,,0,0
60018575,Discipline Is Destiny: The Power of Self-Control,Ryan Holiday,"Holiday, Ryan",,"=""0593191692""","=""9780593191699""",0,4.27,Portfolio,Hardcover,312,2022,2022,,2023/02/28,"to-read, do_not_own_it","to-read (#167), do_not_own_it (#42)",to-read,,,,0,0
7141427,"The Gathering Storm (Wheel of Time, #12)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765341530""","=""9780765341532""",5,4.43,Tom Doherty Associates TOR Fantasy,Mass Market Paperback,1098,2010,2009,2023/03/01,2022/04/18,,,read,,,,1,0
43429887,Blood Music,Greg Bear,"Bear, Greg",,"=""""","=""""",4,3.85,Arbor House,Hardcover,215,1985,1985,2023/02/13,2022/09/14,,,read,,,,1,0
13888,"Knife of Dreams (The Wheel of Time, #11)",Robert Jordan,"Jordan, Robert",,"=""0812577566""","=""9780812577563""",4,4.2,Tom Doherty Associates,Mass Market Paperback,860,2006,2005,2023/02/07,2022/04/18,,,read,,,,1,0
339472,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail",Mirra Ginsburg,"=""""","=""""",0,4.29,Grove Press,Paperback,402,1994,1967,,2023/01/20,to-read,to-read (#162),to-read,,,,0,0
414853,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0345336275""","=""9780345336279""",0,4.17,Del Rey,Mass Market Paperback,285,1986,1951,,2023/01/16,to-read,to-read (#161),to-read,,,,0,0
898827,City,Clifford D. Simak,"Simak, Clifford D.",,"=""0441106269""","=""9780441106264""",0,4.08,Ace Science Fition,Mass Market Paperback,267,1981,1952,,2023/01/16,to-read,to-read (#160),to-read,,,,0,0
332210,"Crossroads of Twilight (The Wheel of Time, #10)",Robert Jordan,"Jordan, Robert",,"=""0812571339""","=""9780812571332""",4,3.78,Tor Fantasy,Mass Market Paperback,846,2003,2003,2023/01/11,2022/04/17,,,read,,,,1,0
8519058,Zone,Mathias Énard,"Énard, Mathias","Charlotte Mandell, Brian Evenson","=""1934824267""","=""9781934824269""",0,4.15,Open Letter,Paperback,517,2010,2008,,2022/12/20,to-read,to-read (#159),to-read,,,,0,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",0,4.12,Harper,Mass Market Paperback,417,2003,1967,,2022/12/20,to-read,to-read (#158),to-read,,,,0,0
394535,"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",0,4.16,Vintage Books,Paperback,351,2010,1985,,2022/12/20,to-read,to-read (#157),to-read,,,,0,0
16034235,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619630346""","=""9781619630345""",4,4.18,Bloomsbury YA,Paperback,406,2013,2012,2022/12/19,2022/12/05,,,read,,,,1,0
9466488,The Children of Men,P.D. James,"James, P.D.",,"=""""","=""""",0,3.67,Warner Vision,Mass Market Paperback,351,1994,1992,,2022/03/21,to-read,to-read (#59),to-read,,,,0,0
873486,War and Peace,Leo Tolstoy,"Tolstoy, Leo","Louise Maude, Aylmer Maude","=""1853260622""","=""9781853260629""",0,4.16,Wordsworth Editions,Paperback,1024,1993,1869,,2022/08/22,to-read,to-read (#134),to-read,,,,0,0
51159492,The Memory Police,Yōko Ogawa,"Ogawa, Yōko",Stephen    Snyder,"=""0375715339""","=""9780375715334""",0,3.72,Pantheon Books,Paperback,291,2019,1994,2022/12/07,2022/06/23,,,read,,,,1,0
533613,"The Color of Magic (Discworld, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020710""","=""9780061020711""",4,4,Harper Torch,Mass Market Paperback,210,2000,1983,2022/12/04,2022/06/10,,,read,,,,1,0
7967,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,"Card, Orson Scott",,"=""0812550757""","=""9780812550757""",5,4.1,Tor Books,Paperback,382,1994,1986,2022/01/11,2021/10/26,hugo-award-winners,hugo-award-winners (#4),read,,,,1,0
28503870,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""1101972122""","=""9781101972120""",4,4.26,Vintage,Paperback,281,2016,2002,2022/11/26,2021/10/26,,,read,,,,1,0
35297106,"The Terminal List (Terminal List, #1)",Jack Carr,"Carr, Jack",,"=""1501180819""","=""9781501180811""",0,4.29,Atria/Emily Bestler Books,Hardcover,407,2018,2018,,2022/11/22,to-read,to-read (#156),to-read,,,,0,0
7135,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Andrew R. MacAndrew, Konstantin Mochulsky","=""0553212168""","=""9780553212167""",4,4.38,Bantam Classics,Mass Market Paperback,1045,1984,1880,2022/11/15,2022/08/27,,,read,,,,1,0
218677,"Callahan's Crosstime Saloon (Callahan's, #1)",Spider Robinson,"Robinson, Spider",,"=""0812572270""","=""9780812572278""",0,4.17,Tor Science Fiction,Paperback,205,1999,1977,,2022/10/15,"to-read, do_not_own_it","to-read (#154), do_not_own_it (#41)",to-read,,,,0,0
60012216,The Sandman (Sandman #1),Neil Gaiman,"Gaiman, Neil","Sam Kieth, Mike Dringenberg, Malcolm Jones III, Kelley Jones, Chris Bachalo, Michael Zulli, Steve Parkhouse, Charles Vess, Colleen Doran, Daniel Vozzo, Steve Oliff, Todd Klein, Dave McKean","=""1779515170""","=""9781779515179""",5,4.45,DC Black Label,Paperback,560,2022,1990,2022/10/16,2022/09/11,,,read,,,,1,0
33507,"Twenty Thousand Leagues Under the Sea (Captain Nemo, #2)",Jules Verne,"Verne, Jules",Anthony Bonner,"=""076072850X""","=""9780760728505""",0,3.89,Barnes & Noble,Hardcover,269,2002,1869,,2022/10/16,to-read,to-read (#155),to-read,,,,0,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,3.85,Vintage Books ,Paperback,288,2010,2005,,2022/03/21,"to-read, do_not_own_it","to-read (#60), do_not_own_it (#40)",to-read,,,,0,0
17333324,"Ancillary Justice (Imperial Radch, #1)",Ann Leckie,"Leckie, Ann",,"=""""","=""""",0,3.99,Orbit,Paperback,386,2013,2013,,2022/03/30,"to-read, do_not_own_it, hugo-award-winners","to-read (#67), do_not_own_it (#39), hugo-award-winners (#14)",to-read,,,,0,0
1825519,"The Sky Lords (Sky Lords, #1)",John Brosnan,"Brosnan, John",,"=""0312059647""","=""9780312059644""",0,4.2,St Martins Pr,Hardcover,318,1988,1988,,2022/03/21,"to-read, do_not_own_it","to-read (#58), do_not_own_it (#38)",to-read,,,,0,0
60405297,Origins of The Wheel of Time: The Legends and Mythologies that Inspired Robert Jordan,Michael Livingston,"Livingston, Michael",Harriet McDougal,"=""1250860520""","=""9781250860521""",0,4.13,Tor Books,Hardcover,256,2022,2022,,2022/02/15,"to-read, do_not_own_it","to-read (#51), do_not_own_it (#37)",to-read,,,,0,0
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",0,4.3,Basic Books,Paperback,777,1999,1979,,2022/01/25,"to-read, do_not_own_it","to-read (#47), do_not_own_it (#36)",to-read,,,,0,0
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""0553283685""","=""9780553283686""",0,4.27,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,,2021/10/26,"to-read, hugo-award-winners","to-read (#22), hugo-award-winners (#13)",to-read,,,,0,0
332613,One Flew Over the Cuckoo’s Nest,Ken Kesey,"Kesey, Ken",,"=""""","=""""",0,4.2,Signet,Mass Market Paperback,325,1963,1962,,2021/01/09,to-read,to-read (#18),to-read,,,,0,0
63038,The Man Who Laughs,Victor Hugo,"Hugo, Victor",,"=""1934169005""","=""9781934169001""",0,4.24,Norilana Books,Paperback,672,2006,1869,,2021/01/09,"to-read, do_not_own_it","to-read (#14), do_not_own_it (#34)",to-read,,,,0,0
18077752,"Acceptance (Southern Reach, #3)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104115""","=""9780374104115""",0,3.65,"Farrar, Straus and Giroux",Paperback,341,2014,2014,,2021/01/09,"to-read, do_not_own_it","to-read (#12), do_not_own_it (#33)",to-read,,,,0,0
17214,Starship Troopers,Robert A. Heinlein,"Heinlein, Robert A.",,"=""""","=""""",0,4.01,Ace Books,Mass Market Paperback,264,1987,1959,,2022/03/30,"to-read, hugo-award-winners","to-read (#78), hugo-award-winners (#12)",to-read,,,,0,0
13827,This Immortal,Roger Zelazny,"Zelazny, Roger",,"=""0671698486""","=""9780671698485""",0,3.9,Baen (NY),Paperback,216,1989,1966,,2022/03/30,"to-read, do_not_own_it, hugo-award-winners","to-read (#83), do_not_own_it (#32), hugo-award-winners (#11)",to-read,,,,0,0
139986,"The Snow Queen (The Snow Queen Cycle, #1)",Joan D. Vinge,"Vinge, Joan D.",,"=""0446676640""","=""9780446676649""",0,3.95,Aspect,Paperback,448,2001,1980,,2022/04/01,"to-read, do_not_own_it, hugo-award-winners","to-read (#89), do_not_own_it (#31), hugo-award-winners (#9)",to-read,,,,0,0
264946,"Hominids (Neanderthal Parallax, #1)",Robert J. Sawyer,"Sawyer, Robert J.",,"=""0765345005""","=""9780765345004""",0,3.8,Tor Science Fiction,Paperback,444,2003,2002,,2022/04/01,"to-read, do_not_own_it, hugo-award-winners","to-read (#90), do_not_own_it (#30), hugo-award-winners (#8)",to-read,,,,0,0
61179,"Ringworld (Ringworld, #1)",Larry Niven,"Niven, Larry",,"=""0575077026""","=""9780575077027""",0,3.94,Gollancz,Paperback,288,2005,1970,,2022/04/01,to-read,to-read (#93),to-read,,,,0,0
242793,The World of Robert Jordan's the Wheel of Time,Robert Jordan,"Jordan, Robert",Teresa Patterson,"=""0312869363""","=""9780312869366""",0,3.95,Tor Books,Paperback,304,2001,1997,,2022/04/22,"to-read, do_not_own_it","to-read (#99), do_not_own_it (#29)",to-read,,,,0,0
49247242,Ring Shout,P. Djèlí Clark,"Clark, P. Djèlí",,"=""1250767024""","=""9781250767028""",0,3.98,Tordotcom,Hardcover,185,2020,2020,,2022/05/22,"to-read, do_not_own_it","to-read (#108), do_not_own_it (#28)",to-read,,,,0,0
52504334,"A Master of Djinn (Dead Djinn Universe, #1)",P. Djèlí Clark,"Clark, P. Djèlí",,"=""1250267676""","=""9781250267672""",0,4.02,Tordotcom,Kindle Edition,438,2021,2021,,2022/05/22,"to-read, do_not_own_it","to-read (#107), do_not_own_it (#27)",to-read,,,,0,0
12287,Endgame,Samuel Beckett,"Beckett, Samuel",,"=""0571070671""","=""9780571070671""",0,3.79,Faber and Faber,Paperback,60,1989,1957,,2022/06/02,"to-read, do_not_own_it","to-read (#115), do_not_own_it (#26)",to-read,,,,0,0
